site_unique,site_location_name,established_date,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,outcrop_lithology,other_outcrop_lithology,site_location_visit_id,visit_start_date,visit_end_date,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number,x,y
SATKAN0003-56996,SATKAN0003,2014-11-03T12:19:52Z,KAN,HIL,HSL,7,90,,NC,56996,2014-11-03T12:19:52Z,2014-11-03T12:19:52Z,n/a,X,n/a,Z,3,0,DRY,DRY,3,17,3,282577,6073206,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-35.4609416666667,138.604038888889,SW,SA,2014-11-03,1,138.604038888889,-35.4609416666667
SATKAN0003-58701,SATKAN0003,2014-11-03T12:19:52Z,KAN,HIL,HSL,7,90,,NC,58701,2018-11-13T13:09:00Z,2018-11-13T13:09:00Z,n/a,X,n/a,Z,3,0,DRY,AVG,30,31,30,,,,"","",,NC,TRUE,TRUE,TRUE,-35.4609416666667,138.604038888889,SW,SA,2018-11-13,2,138.604038888889,-35.4609416666667
SATKAN0004-56928,SATKAN0004,2014-11-05T00:00:00Z,KAN,HIL,HSL,12,360,ME,ME,56928,2014-11-05T00:00:00Z,2014-11-05T00:00:00Z,n/a,X,n/a,Z,4,0,DRY,BurntR,1,17,1,320905,6133401,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-34.9271666666667,139.038147222222,SW,SA,2014-11-05,1,139.038147222222,-34.9271666666667
SATKAN0004-58696,SATKAN0004,2014-11-05T00:00:00Z,KAN,HIL,HSL,12,360,ME,ME,58696,2018-10-02T10:32:46Z,2018-10-02T10:32:46Z,NC,NC,NC,NC,7,NC,DRY,FFR,30,31,30,,,,"","",,NC,TRUE,TRUE,TRUE,-34.9271666666667,139.038147222222,SW,SA,2018-10-02,2,139.038147222222,-34.9271666666667
SATSTP0001-53557,SATSTP0001,2013-08-10T00:00:00Z,STP,PLA,PLA,0,"",,"",53557,2013-08-10T00:00:00Z,2013-08-10T00:00:00Z,NC,0,NC,C,4,0,WET,FFR,1,8,1,350035,6618036,54,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-30.5616638888889,139.436313888889,SW,SA,2013-08-10,1,139.436313888889,-30.5616638888889
SATSTP0001-58652,SATSTP0001,2013-08-10T00:00:00Z,STP,PLA,PLA,0,"",,"",58652,2018-08-10T09:13:06Z,2018-08-10T09:13:06Z,W,2,P,Z,4,0,DRY,DRY,1,31,1,350032.026,6618037.006,54,WGS84,"",P,"",TRUE,TRUE,TRUE,-30.5616638888889,139.436313888889,SW,SA,2018-08-10,2,139.436313888889,-30.5616638888889
SATSTP0002-53558,SATSTP0002,2013-08-12T00:00:00Z,STP,DUN,DUN,0,"",,"",53558,2013-08-12T00:00:00Z,2013-08-12T00:00:00Z,W,2,A,O,4,0,WET,FFR,1,8,1,360823,6607584,54,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-30.6563277777778,139.547355555556,SW,SA,2013-08-12,1,139.547355555556,-30.6563277777778
SATSTP0002-58646,SATSTP0002,2013-08-12T00:00:00Z,STP,DUN,DUN,0,"",,"",58646,2018-08-10T12:21:00Z,2018-08-10T12:21:00Z,W,3,A,Z,5,0,DRY,DRY,1,31,1,360818.185,6607579.13,54,WGS84,"",P,"",TRUE,TRUE,TRUE,-30.6563277777778,139.547355555556,SW,SA,2018-08-10,2,139.547355555556,-30.6563277777778
SATSTP0003-53511,SATSTP0003,2013-08-15T00:00:00Z,STP,PLA,PLA,0,"",,,53511,2013-08-15T00:00:00Z,2013-08-15T00:00:00Z,R,1,A,Z,4,0,DRY,AVG,3,2,3,292029,6706381,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.7552833333333,138.849177777778,SW,SA,2013-08-15,1,138.849177777778,-29.7552833333333
SATSTP0003-58638,SATSTP0003,2013-08-15T00:00:00Z,STP,PLA,PLA,0,"",,,58638,2018-08-04T08:54:04Z,2018-08-04T08:54:04Z,n/a,X,n/a,Z,4,0,DRY,DRY,30,31,30,292027.549,6706388,54,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-29.7552833333333,138.849177777778,SW,SA,2018-08-04,2,138.849177777778,-29.7552833333333
SATSTP0004-53512,SATSTP0004,2013-08-15T12:00:00Z,STP,PLA,PLA,0,"",,,53512,2013-08-15T12:00:00Z,2013-08-15T12:00:00Z,R,X,P,Z,4,0,DRY,FFR,3,2,3,290428,6702345,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.7914694444444,138.831855555556,SW,SA,2013-08-15,1,138.831855555556,-29.7914694444444
SATSTP0004-58642,SATSTP0004,2013-08-15T12:00:00Z,STP,PLA,PLA,0,"",,,58642,2018-08-03T15:17:29Z,2018-08-03T15:17:29Z,n/a,X,n/a,Z,4,0,DRY,DRY,1,31,1,,,,"","",NC,"",TRUE,TRUE,TRUE,-29.7914694444444,138.831855555556,SW,SA,2018-08-03,2,138.831855555556,-29.7914694444444
SATSTP0005-53513,SATSTP0005,2013-08-17T00:00:00Z,STP,DUN,DUN,5,270,,,53513,2013-08-17T00:00:00Z,2013-08-17T00:00:00Z,W,0,P,Y,6,0,WET,FFR,3,2,3,291374,6739501,54,WGS84,GPS,A,"",TRUE,TRUE,TRUE,-29.4565972222222,138.848797222222,SW,SA,2013-08-17,1,138.848797222222,-29.4565972222222
SATSTP0005-58639,SATSTP0005,2013-08-17T00:00:00Z,STP,DUN,DUN,5,270,,,58639,2018-08-05T13:20:00Z,2018-08-05T13:20:00Z,W,1,P,Z,6,0,DRY,DRY,30,32,30,,,,"","",NC,NC,TRUE,TRUE,TRUE,-29.4565972222222,138.848797222222,SW,SA,2018-08-05,2,138.848797222222,-29.4565972222222
SATSTP0006-53514,SATSTP0006,2013-08-17T00:00:00Z,STP,SAN,DDE,0,"",,NAP,53514,2013-08-17T00:00:00Z,2013-08-17T00:00:00Z,E,0,P,NC,4,0,DRY,FFR,3,2,3,288415,6731247,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.5305,138.8167,SW,SA,2013-08-17,1,138.8167,-29.5305
SATSTP0006-58640,SATSTP0006,2013-08-17T00:00:00Z,STP,SAN,DDE,0,"",,NAP,58640,2018-08-04T17:28:26Z,2018-08-04T17:28:26Z,NC,NC,NC,NC,7,NC,DRY,DRY,30,31,30,,,,"","",NC,NC,TRUE,TRUE,TRUE,-29.5305,138.8167,SW,SA,2018-08-04,2,138.8167,-29.5305
SATSTP0007-53515,SATSTP0007,2013-08-18T00:00:00Z,STP,PLA,DDE,0,"",,,53515,2013-08-18T00:00:00Z,2013-08-18T00:00:00Z,E,0,P,Z,2,1M,DRY,DRY,3,2,3,288463,6730643,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.53599751,138.81710684,SW,SA,2013-08-18,1,138.81710684,-29.53599751
SATSTP0007-58637,SATSTP0007,2013-08-18T00:00:00Z,STP,PLA,DDE,0,"",,,58637,2018-08-04T15:19:59Z,2018-08-04T15:19:59Z,n/a,X,n/a,Z,2,1M,DRY,DRY,1,32,1,,,,"","",NC,NC,TRUE,TRUE,TRUE,-29.53599751,138.81710684,SW,SA,2018-08-04,2,138.81710684,-29.53599751
SATSTP0008-53516,SATSTP0008,2013-08-18T00:00:00Z,STP,PLA,PLA,0,"",,,53516,2013-08-18T00:00:00Z,2013-08-18T00:00:00Z,E,0,P,C,4,NC,DRY,FFR,3,2,3,294396,6747171,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.38785704,138.88137852,SW,SA,2013-08-18,1,138.88137852,-29.38785704
SATSTP0008-58643,SATSTP0008,2013-08-18T00:00:00Z,STP,PLA,PLA,0,"",,,58643,2018-08-05T13:56:55Z,2018-08-05T13:56:55Z,n/a,X,n/a,C,4,0,DRY,DRY,1,32,1,,,,"","",,NC,TRUE,TRUE,TRUE,-29.38785704,138.88137852,SW,SA,2018-08-05,2,138.88137852,-29.38785704
TCABEL0001-58801,TCABEL0001,2020-01-30T14:41:43Z,BEL,MOU,HCR,1,90,DR,DR,58801,2020-01-30T14:41:43Z,2020-01-30T14:41:43Z,n/a,X,n/a,VM,1,1L,DRY,AVG,30,42,30,545449.7,5344249.8,55,WGS84,TABLET,P,4 HY DT GT AI (revised edition),TRUE,TRUE,TRUE,-41.5471406810866,147.66851653021,SW,TAS,2020-01-30,1,147.66851653021,-41.5471406810866
TCABEL0002-58799,TCABEL0002,2020-01-31T10:49:45Z,BEL,MOU,PLA,1,130,DI,,58799,2020-01-31T10:49:45Z,2020-01-31T10:49:45Z,n/a,X,n/a,VM,2,1L,DRY,AVG,30,42,30,555381.3,5400976.3,55,WGS84,TABLET,P,4 TE BF CZ CK BFKLU (revised edition),TRUE,TRUE,TRUE,-41.5408580528683,147.663959801777,SW,TAS,2020-01-31,1,147.663959801777,-41.5408580528683
TCABEL0003-58803,TCABEL0003,2020-01-31T16:53:00Z,BEL,MOU,SWP,1,40,,,58803,2020-01-31T16:53:00Z,2020-01-31T16:53:00Z,n/a,X,n/a,VM,1,1L,DRY,AVG,30,42,30,555876.5,5401731.8,55,WGS84,"",P,4 HY DT GT??? (revised edition),TRUE,TRUE,TRUE,-41.5341425,147.6698156,SW,TAS,2020-01-31,1,147.6698156,-41.5341425
TCATCH0001-58823,TCATCH0001,2020-02-02T17:35:13Z,TCH,HIL,HSL,7,90,DR,,58823,2020-02-02T17:35:13Z,2020-02-02T17:35:13Z,n/a,X,n/a,U,3,0,WET,FFR,30,42,30,476693.6,5376669.3,55,WGS84,TABLET,P,4DE AB AG CD BEMMV,TRUE,TRUE,TRUE,-41.761479,146.719595,SW,TAS,2020-02-02,1,146.719595,-41.761479
TCATCH0002-58805,TCATCH0002,2020-02-04T08:29:24Z,TCH,PLT,PLA,1,100,DR,BA,58805,2020-02-04T08:29:24Z,2020-02-04T08:29:24Z,n/a,X,n/a,VM,2,1L,WET,AVG,30,42,30,473696.5,5358518,55,WGS84,TABLET,P,4 DE AA AG CD AGMOT,TRUE,TRUE,TRUE,-41.9248706161916,146.682830149199,SW,TAS,2020-02-04,1,146.682830149199,-41.9248706161916
TCATCH0003-58825,TCATCH0003,2020-02-04T17:57:33Z,TCH,PLT,SWP,1,270,,DR,58825,2020-02-04T17:57:33Z,2020-02-04T17:57:33Z,E,1,A,VM,2,1L,WET,AVG,30,42,30,473277.2,5354491.5,55,WGS84,"",P,4 HY DT FQ AI BDMO-,TRUE,TRUE,TRUE,-41.9620443003241,146.677560695713,SW,TAS,2020-02-04,1,146.677560695713,-41.9620443003241
TCATCH0004-58806,TCATCH0004,2020-02-05T14:08:00Z,TCH,MOU,HSL,8,100,DR,DR,58806,2020-02-05T14:08:00Z,2020-02-05T14:08:00Z,n/a,X,n/a,O,3,0,WET,AVG,30,45,30,486500.7,5351607.9,55,WGS84,TABLET,P,4 DE AA AG? CD AIMMU (revised edition),TRUE,TRUE,TRUE,-41.9883908433958,146.835712574777,SW,TAS,2020-02-05,1,146.835712574777,-41.9883908433958
TCATCH0005-58824,TCATCH0005,2020-02-06T11:23:28Z,TCH,PLT,SWP,0,"",DR,DR,58824,2020-02-06T11:23:28Z,2020-02-06T11:23:28Z,n/a,X,n/a,VM,2,1M,DRY,BurntR,30,42,30,472264.5,5352840.6,55,WGS84,TABLET,P,4 HY ED FQ AG BEMO- (revised edition),TRUE,TRUE,TRUE,-41.9768076457322,146.663981425394,SW,TAS,2020-02-06,1,146.663981425394,-41.9768076457322
TCATCH0006-58807,TCATCH0006,2020-02-06T15:29:07Z,TCH,PLA,PLA,1,9,BA,BA,58807,2020-02-06T15:29:07Z,2020-02-06T15:29:07Z,n/a,X,n/a,VM,3,1M,DRY,AVG,30,42,30,471165.4,5353960.4,55,WGS84,TABLET,P,4 FE? AA AF? CD BFMOU (revised edition),TRUE,TRUE,TRUE,-41.9658046875666,146.652027274331,SW,TAS,2020-02-06,1,146.652027274331,-41.9658046875666
TCATCH0007-58809,TCATCH0007,2020-02-07T15:05:38Z,TCH,PLT,HCR,2,190,DR,,58809,2020-02-07T15:05:38Z,2020-02-07T15:05:38Z,n/a,X,n/a,NH,3,1L,DRY,AVG,30,45,30,455100.1,5363142,55,WGS84,TABLET,P,4 DE AA AF? CD AIMMU (revised edition),TRUE,TRUE,TRUE,-41.8833038363591,146.457591793785,SW,TAS,2020-02-07,1,146.457591793785,-41.8833038363591
TCATCH0008-58821,TCATCH0008,2020-02-08T09:24:02Z,TCH,PLT,SWP,1,215,DR,DR,58821,2020-02-08T09:24:02Z,2020-02-08T09:24:02Z,n/a,X,n/a,VM,2,1L,WET,AVG,30,42,30,465764.9,5366013.4,55,WGS84,TABLET,P,4 OR EH AI YY U,TRUE,TRUE,TRUE,-41.8570515353586,146.587633197976,SW,TAS,2020-02-08,1,146.587633197976,-41.8570515353586
TCATCH0009-58811,TCATCH0009,2020-02-08T17:16:07Z,TCH,PLT,SWP,2,175,,BA,58811,2020-02-08T17:16:07Z,2020-02-08T17:16:07Z,NC,1,NC,VM,5,0,DRY,BurntR,30,32,30,468065.4,5362816.8,55,WGS84,TABLET,P,4 DE AB AG AI BHMOV (revised edition),TRUE,TRUE,TRUE,-41.8859211273348,146.615100467001,SW,TAS,2020-02-08,1,146.615100467001,-41.8859211273348
TCATCH0010-58826,TCATCH0010,2020-02-09T08:57:47Z,TCH,PLT,SWP,1,170,,,58826,2020-02-09T08:57:47Z,2020-02-09T08:57:47Z,n/a,X,n/a,VM,1,0,DRY,AVG,30,42,30,473718.05,5373328.88,55,WGS84,TABLET,P,4 OR BW AI YY,TRUE,TRUE,TRUE,-41.791483,146.682467,SW,TAS,2020-02-09,1,146.682467,-41.791483
TCATCH0011-58827,TCATCH0011,2020-02-10T10:35:22Z,TCH,PLT,HSL,3.5,60,DR,DR,58827,2020-02-10T10:35:22Z,2020-02-10T10:35:22Z,n/a,X,n/a,U,5,0,DRY,BurntR,30,42,30,474326.1,5366698.2,55,WGS84,TABLET,P,4 DE AA AF AI BIMOV (revised edition),TRUE,TRUE,TRUE,-41.852076869417,146.689365493025,SW,TAS,2020-02-10,1,146.689365493025,-41.852076869417
TCATCH0012-58822,TCATCH0012,2020-02-11T14:30:56Z,TCH,LOW,PLA,1,200,DR,,58822,2020-02-11T14:30:56Z,2020-02-11T14:30:56Z,n/a,X,n/a,VM,1,1H,WET,AVG,30,42,30,507191.8,5339937,55,WGS84,TABLET,P,4HY ED BG BEMOX (revised edition),TRUE,TRUE,TRUE,-42.0925648019984,147.085724332715,SW,TAS,2020-02-11,1,147.085724332715,-42.0925648019984
TCATNM0001-58742,TCATNM0001,2019-11-21T10:04:22Z,TNM,PLA,PLA,0,"",,NC,58742,2019-11-21T10:04:22Z,2019-11-21T10:04:22Z,n/a,X,n/a,AM,2,2,DRY,FFR,30,42,30,526214.1,5375250.97,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-41.7741562,147.3154927,SW,TAS,2019-11-21,1,147.3154927,-41.7741562
TCATNM0002-58782,TCATNM0002,2019-11-22T16:35:17Z,TNM,LOW,HSL,5,215,,,58782,2019-11-22T16:35:17Z,2019-11-22T16:35:17Z,n/a,X,n/a,VM,3,2,DRY,FFR,1,42,1,534482.13,5344371.81,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-42.0520786960724,147.416814352398,SW,TAS,2019-11-22,1,147.416814352398,-42.0520786960724
TCATNM0003-58775,TCATNM0003,2019-11-23T09:29:00Z,TNM,LOW,HCR,7,45,,NC,58775,2019-11-23T09:29:00Z,2019-11-23T09:29:00Z,E,1,A,NH,3,1M,DRY,DRY,30,42,30,535834.76,5346046.909,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-42.0368028126304,147.433013848709,SW,TAS,2019-11-23,1,147.433013848709,-42.0368028126304
TCATNM0004-58785,TCATNM0004,2019-11-24T09:20:44Z,TNM,ALF,PLA,0,"",,,58785,2019-11-24T09:20:44Z,2019-11-24T09:20:44Z,n/a,X,n/a,VM,2,1L,DRY,DRY,1,42,1,540278.06,5367352.45,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-41.8456347956553,147.483909252638,SW,TAS,2019-11-24,1,147.483909252638,-41.8456347956553
TCATNM0005-58792,TCATNM0005,2019-11-25T09:40:04Z,TNM,HIL,HCR,7,180,DR,BA,58792,2019-11-25T09:40:04Z,2019-11-25T09:40:04Z,n/a,X,n/a,ND,2,1M,DRY,DRY,30,32,30,550622.86,5372594.81,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-41.7968974901796,147.607968395943,SW,TAS,2019-11-25,1,147.607968395943,-41.7968974901796
TCATNM0006-58800,TCATNM0006,2019-11-26T10:38:05Z,TNM,LOW,HSL,4,45,,NC,58800,2019-11-26T10:38:05Z,2019-11-26T10:38:05Z,E,1,A,VM,5,1L,WET,DRY,1,42,1,545449.67,5344249.82,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-42.0524099125732,147.549261768962,SW,TAS,2019-11-26,1,147.549261768962,-42.0524099125732
VCAAUA0001-58565,VCAAUA0001,2018-01-22T12:14:47Z,AUA,MOU,PLA,3,315,GS,ME,58565,2018-01-22T12:14:47Z,2018-01-22T12:14:47Z,n/a,X,n/a,Z,5,0,DRY,FFR,1,31,1,525635,5915192,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-36.9089694444444,147.287730555556,SW,VIC,2018-01-22,1,147.287730555556,-36.9089694444444
VCAAUA0002-58635,VCAAUA0002,2018-01-23T11:15:58Z,AUA,MOU,PLA,2,180,GS,QU,58635,2018-01-23T11:15:58Z,2018-01-23T11:15:58Z,n/a,X,n/a,Z,5,0,DRY,FFR,1,31,1,525036,5914577,55,GDA94,DGPS,P,"",TRUE,TRUE,FALSE,-36.9145111111111,147.281038888889,SW,VIC,2018-01-23,1,147.281038888889,-36.9145111111111
VCAAUA0003-58567,VCAAUA0003,2018-01-24T08:35:02Z,AUA,MOU,SWP,8,225,GN,,58567,2018-01-24T08:35:02Z,2018-01-24T08:35:02Z,n/a,X,n/a,W,2,0,DRY,FFR,1,31,1,528529,5920370,55,GDA94,TABLET,A,"",TRUE,TRUE,FALSE,-36.8621694444444,147.320052777778,SW,VIC,2018-01-24,1,147.320052777778,-36.8621694444444
VCAAUA0004-58612,VCAAUA0004,2018-01-24T00:00:00Z,AUA,MOU,HCR,5,360,GN,,58612,2018-01-24T12:35:00Z,2018-01-24T12:35:00Z,n/a,X,n/a,U,1,0,DRY,FFR,1,31,1,,,55,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-36.9077583333333,147.290138888889,SW,VIC,2018-01-24,1,147.290138888889,-36.9077583333333
VCAAUA0005-58570,VCAAUA0005,2018-01-25T11:00:00Z,AUA,PLT,PLA,2,315,,"",58570,2018-01-25T11:00:00Z,2018-01-25T11:00:00Z,n/a,X,n/a,Z,3,0,WET,FFR,1,31,1,526614,5916992,55,WGS84,"",P,"",TRUE,TRUE,FALSE,-36.8926777777778,147.298661111111,SW,VIC,2018-01-25,1,147.298661111111,-36.8926777777778
VCAAUA0006-58568,VCAAUA0006,2018-01-26T11:41:02Z,AUA,PLT,PLA,3,90,BA,"",58568,2018-01-26T11:41:02Z,2018-01-26T11:41:02Z,n/a,X,n/a,U,4,0,WET,FFR,1,31,1,,,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-36.9162194444444,147.212772222222,SW,VIC,2018-01-26,1,147.212772222222,-36.9162194444444
VCAAUA0007-58543,VCAAUA0007,2018-01-27T10:44:41Z,AUA,MOU,PLA,2,325,,"",58543,2018-01-27T10:44:41Z,2018-01-27T10:44:41Z,n/a,X,n/a,O,6,0,WET,FFR,1,31,1,522769,5915321,55,GDA94,"",P,"",TRUE,TRUE,FALSE,-36.9078611111111,147.255583333333,SW,VIC,2018-01-27,1,147.255583333333,-36.9078611111111
VCAAUA0008-58544,VCAAUA0008,2018-01-27T15:26:53Z,AUA,MOU,HSL,10,315,GN,,58544,2018-01-27T15:26:53Z,2018-01-27T15:26:53Z,n/a,X,n/a,VM,6,0,WET,FFR,1,31,1,522479,5915851,55,GDA94,DGPS,P,"",TRUE,TRUE,FALSE,-36.9030583333333,147.252316666667,SW,VIC,2018-01-27,1,147.252316666667,-36.9030583333333
VCAAUA0009-58569,VCAAUA0009,2018-01-28T16:23:22Z,AUA,MOU,HSL,10,45,GN,,58569,2018-01-28T16:23:22Z,2018-01-28T16:23:22Z,n/a,X,n/a,Z,5,0,WET,FFR,1,31,1,526952,5916850,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-36.8940083333333,147.302516666667,SW,VIC,2018-01-28,1,147.302516666667,-36.8940083333333
VCAAUA0010-58546,VCAAUA0010,2018-01-29T11:25:00Z,AUA,MOU,PLA,1,315,,,58546,2018-01-29T11:25:00Z,2018-01-29T11:25:00Z,n/a,X,n/a,AM,4,0,WET,FFR,1,31,1,531507,5920959,55,GDA94,"",P,"",TRUE,TRUE,FALSE,-36.856725,147.353497222222,SW,VIC,2018-01-29,1,147.353497222222,-36.856725
VCAAUA0011-58540,VCAAUA0011,2018-01-30T18:13:26Z,AUA,MOU,PLA,3,45,,,58540,2018-01-30T18:13:26Z,2018-01-30T18:13:26Z,n/a,X,n/a,Z,6,0,WET,FFR,1,31,1,514598,5892830,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-37.1107194444444,147.164316666667,SW,VIC,2018-01-30,1,147.164316666667,-37.1107194444444
VCAAUA0012-58613,VCAAUA0012,2018-01-31T09:44:00Z,AUA,MOU,PLA,1,180,BA,,58613,2018-01-31T09:44:00Z,2018-01-31T09:44:00Z,n/a,X,n/a,O,6,0,WET,FFR,1,31,1,513821,5894003,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-37.1001194444444,147.155558333333,SW,VIC,2018-01-31,1,147.155558333333,-37.1001194444444
VCAAUA0013-58541,VCAAUA0013,2018-02-02T09:20:20Z,AUA,PLA,PLA,2,45,,"",58541,2018-02-02T09:20:20Z,2018-02-02T09:20:20Z,n/a,X,n/a,NH,4,0,WET,FFR,1,31,1,477963,5859809,55,WGS84,"",P,"",TRUE,TRUE,FALSE,-37.4082555555556,146.751063888889,SW,VIC,2018-02-02,1,146.751063888889,-37.4082555555556
VCAAUA0014-58571,VCAAUA0014,2018-02-02T15:30:00Z,AUA,PLA,PLA,2,90,,,58571,2018-02-02T13:43:52Z,2018-02-02T13:43:52Z,n/a,X,n/a,NH,3,0,WET,FFR,1,31,1,478319,5860493,55,WGS84,DGPS,P,"",TRUE,TRUE,FALSE,-37.4020805555556,146.755061111111,SW,VIC,2018-02-02,1,146.755061111111,-37.4020805555556
VCAAUA0015-58539,VCAAUA0015,2018-02-03T10:10:00Z,AUA,ALP,PLA,2,22,,,58539,2018-02-03T10:10:00Z,2018-02-03T10:10:00Z,n/a,X,n/a,AM,6,0,WET,FFR,1,31,1,479161,5861955,55,WGS84,TABLET,P,"",TRUE,TRUE,FALSE,-37.3888472222222,146.764569444444,SW,VIC,2018-02-03,1,146.764569444444,-37.3888472222222
VCAMDD0001-57011,VCAMDD0001,2015-01-20T08:36:52Z,MDD,PLA,LAK,0,"",,NC,57011,2015-01-20T08:36:00Z,2015-01-20T08:36:00Z,NC,0,NC,VM,2,0,WET,AVG,3,17,3,555728,6128894,54,WGS84,GPS,PA,"",TRUE,TRUE,FALSE,-34.9809861111111,141.610538888889,SW,VIC,2015-01-20,1,141.610538888889,-34.9809861111111
VCAMDD0002-56990,VCAMDD0002,2015-01-20T18:29:41Z,MDD,SAN,PLA,1,360,,,56990,2015-01-20T18:29:41Z,2015-01-20T18:29:41Z,n/a,X,n/a,VM,4,0,WET,AVG,3,17,1,559569,6128827,54,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-34.9822944444444,141.651483333333,SW,VIC,2015-01-20,1,141.651483333333,-34.9822944444444
VCAMDD0003-57012,VCAMDD0003,2015-01-21T09:44:01Z,MDD,SAN,SWL,2,270,,,57012,2015-01-21T09:44:01Z,2015-01-21T09:44:01Z,n/a,X,n/a,Z,4,0,WET,AVG,3,17,1,566567,6127003,54,WGS84,GPS,PA,"",TRUE,TRUE,FALSE,-34.9982944444444,141.728361111111,SW,VIC,2015-01-21,1,141.728361111111,-34.9982944444444
WAAAVW0001-58517,WAAAVW0001,2016-10-04T00:00:00Z,AVW,SAN,PLA,0,"",,,58517,2016-10-04T15:17:20Z,2016-10-04T15:17:20Z,n/a,X,n/a,VM,4,0,WET,FFR,1,17,1,683799,6468749,50,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-31.9022361111111,118.943630555556,SW,WA,2016-10-04,1,118.943630555556,-31.9022361111111
WAAAVW0002-58518,WAAAVW0002,2016-10-05T00:00:00Z,AVW,SAN,PLA,1,315,,"",58518,2016-10-05T12:09:59Z,2016-10-05T12:09:59Z,n/a,X,n/a,VM,4,0,WET,FFR,1,17,1,680260,6475066,50,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-31.8458333333333,118.905125,SW,WA,2016-10-05,1,118.905125,-31.8458333333333
WAAAVW0003-58519,WAAAVW0003,2016-10-06T00:00:00Z,AVW,RIS,HSL,4,135,SA,,58519,2016-10-06T17:37:53Z,2016-10-06T17:37:53Z,G,1,S,Z,4,0,WET,FFR,1,17,1,494358,6406420,50,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-32.480397,116.938906,SW,WA,2016-10-06,1,116.938906,-32.480397
WAAAVW0004-58520,WAAAVW0004,2016-10-06T00:00:00Z,AVW,RIS,HCR,4,180,SA,,58520,2016-10-06T17:18:03Z,2016-10-06T17:18:03Z,S,1,S,NH,4,0,WET,FFR,1,17,1,494055,6406489,50,WGS84,GPS,PA,"",TRUE,TRUE,TRUE,-32.4797055555556,116.935613888889,SW,WA,2016-10-06,1,116.935613888889,-32.4797055555556
WAAAVW0005-58768,WAAAVW0005,2019-08-27T15:30:33Z,AVW,PLA,PLA,0,"",,NC,58768,2019-08-27T15:30:33Z,2019-08-27T15:30:33Z,n/a,X,n/a,NH,4,0,DRY,DRY,1,42,1,496828.5,6723779.1,50,WGS84,GPS,P,"",TRUE,TRUE,TRUE,-29.6168112,116.966213,SW,WA,2019-08-27,1,116.966213,-29.6168112
WAAAVW0006-58810,WAAAVW0006,2019-08-28T10:53:00Z,AVW,SAN,HSL,2,180,GN,GD,58810,2019-08-28T10:53:00Z,2019-08-28T10:53:00Z,n/a,X,n/a,NH,4,1L,DRY,FFR,30,42,30,496858.2,6725141.5,50,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-29.6035453984477,116.9675461692,SW,WA,2019-08-28,1,116.9675461692,-29.6035453984477
WAAAVW0007-58772,WAAAVW0007,2019-08-28T15:01:27Z,AVW,SAN,PLA,1,270,,,58772,2019-08-28T15:01:27Z,2019-08-28T15:01:27Z,n/a,X,n/a,VM,5,2,DRY,FFR,1,42,1,496855.6,6717653.9,50,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-29.6720517,116.9664337,SW,WA,2019-08-28,1,116.9664337,-29.6720517
WAACAR0001-58777,WAACAR0001,2019-07-26T13:15:52Z,CAR,PLA,PLA,0,"",,NC,58777,2019-07-26T13:15:52Z,2019-07-26T13:15:52Z,n/a,X,n/a,AM,5,1L,WET,FFR,30,32,30,237321.9,7076424.6,50,WGS84,DGPS,P,"",TRUE,TRUE,TRUE,-26.4081439438969,114.366712441,SW,WA,2019-07-26,1,114.366712441,-26.4081439438969
