site_unique,site_location_name,established_date,bioregion_name,landform_pattern,landform_element,site_slope,site_aspect,outcrop_lithology,other_outcrop_lithology,site_location_visit_id,visit_start_date,visit_end_date,erosion_type,erosion_abundance,erosion_state,microrelief,drainage_type,disturbance,climatic_condition,vegetation_condition,observer_veg,observer_soil,described_by,pit_marker_easting,pit_marker_northing,pit_marker_mga_zones,pit_marker_datum,pit_marker_location_method,soil_observation_type,a_s_c,plot_is_100m_by_100m,plot_is_aligned_to_grid,plot_is_permanently_marked,latitude,longitude,point,state,visit_date,visit_number,x,y
QDACHC0007-53517,QDACHC0007,2013-05-20T00:00:00Z,CHC,FLO,FLD,1,265,,,53517,2013-05-20T00:00:00Z,2013-05-20T00:00:00Z,R,2,A,B,4,0,WET,DRY,1,2,1,503066,7364056,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-23.8356916666667,141.029094444444,SW,QLD,2013-05-20,1,141.029094444444,-23.8356916666667
QDACYP0001-58585,QDACYP0001,2018-06-07T14:18:00Z,CYP,DUN,DUS,10,180,,n/a,58585,2018-06-07T08:28:25Z,2018-06-07T08:28:25Z,n/a,X,n/a,O,3,0,WET,FFR,1,31,1,312383.708,8310143.653,55,WGS84,"",P,"",TRUE,TRUE,TRUE,-15.2782333333333,145.252838888889,SW,QLD,2018-06-07,1,145.252838888889,-15.2782333333333
QDACYP0002-58586,QDACYP0002,2018-06-07T14:23:00Z,CYP,ALP,PLA,0,"",,,58586,2018-06-07T14:26:49Z,2018-06-07T14:26:49Z,n/a,X,n/a,AM,2,2,WET,FFR,1,31,1,305810.405,8309497.403,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-15.2845388888889,145.191505555556,SW,QLD,2018-06-07,1,145.191505555556,-15.2845388888889
QDACYP0003-58587,QDACYP0003,2018-06-08T14:35:00Z,CYP,DUN,SWL,3,45,,"",58587,2018-06-08T11:17:00Z,2018-06-08T11:17:00Z,n/a,X,n/a,AM,3,NC,WET,FFR,13,31,13,315990.426,8310334.698,55,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-15.2767416666667,145.286319444444,SW,QLD,2018-06-08,1,145.286319444444,-15.2767416666667
QDACYP0004-58588,QDACYP0004,2018-06-10T14:47:00Z,CYP,PLA,PLA,2,230,,NAP,58588,2018-06-09T15:21:06Z,2018-06-09T15:21:06Z,n/a,X,n/a,TM,4,1M,DRY,DRY,1,31,1,713556.027,8441103.306,54,GDA94,"",P,"",TRUE,TRUE,TRUE,-14.0928361111111,142.977058333333,SW,QLD,2018-06-09,1,142.977058333333,-14.0928361111111
QDACYP0005-58589,QDACYP0005,2018-06-10T15:18:00Z,CYP,RIS,PLA,2,335,,n/a,58589,2018-06-10T11:31:51Z,2018-06-10T11:31:51Z,n/a,X,n/a,TM,3,1M,DRY,DRY,1,31,1,713321.77,8435601.58,54,GDA94,TABLET,P,"",TRUE,TRUE,TRUE,-14.1426222222222,142.976261111111,SW,QLD,2018-06-10,1,142.976261111111,-14.1426222222222
QDACYP0006-58591,QDACYP0006,2018-06-11T16:15:00Z,CYP,RIS,PLA,0,"",,,58591,2018-06-11T13:28:13Z,2018-06-11T13:28:13Z,n/a,X,n/a,TM,3,1L,DRY,DRY,1,31,1,708524.623,8426335.521,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-14.2266805555556,142.932519444444,SW,QLD,2018-06-11,1,142.932519444444,-14.2266805555556
QDACYP0007-58592,QDACYP0007,2018-06-11T12:00:00Z,CYP,ALP,PLA,0,"",,"",58592,2018-06-11T14:57:30Z,2018-06-11T14:57:30Z,n/a,X,n/a,TM,3,1L,DRY,DRY,1,31,1,714211.51,8426397.83,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-14.2265944444444,142.985219444444,SW,QLD,2018-06-11,1,142.985219444444,-14.2265944444444
QDACYP0008-58593,QDACYP0008,2018-06-12T12:00:00Z,CYP,PLA,DDE,0,"",,,58593,2018-06-12T10:55:42Z,2018-06-12T10:55:42Z,n/a,X,n/a,TM,3,0,DRY,FFR,1,31,1,725798.038,8418267.232,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-14.2982472222222,143.093208333333,SW,QLD,2018-06-12,1,143.093208333333,-14.2982472222222
QDACYP0009-58594,QDACYP0009,2018-06-13T16:17:00Z,CYP,LOW,HCR,3,360,,,58594,2018-06-12T17:35:14Z,2018-06-12T17:35:14Z,n/a,X,n/a,NH,2,1M,DRY,FFR,1,31,1,738463.063,8443710.573,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-14.0673,143.208319444444,SW,QLD,2018-06-12,1,143.208319444444,-14.0673
QDACYP0010-58595,QDACYP0010,2018-06-14T16:18:00Z,CYP,PLA,PLA,0,"",,,58595,2018-06-14T09:01:21Z,2018-06-14T09:01:21Z,n/a,X,n/a,M,6,7,DRY,AVG,1,31,1,692195.697,8552025.726,54,WGS84,"",P,"",TRUE,TRUE,TRUE,-13.0918611111111,142.772755555556,SW,QLD,2018-06-14,1,142.772755555556,-13.0918611111111
QDACYP0011-58596,QDACYP0011,2018-06-14T16:18:00Z,CYP,PLA,PLA,0,"",,"",58596,2018-06-14T15:47:59Z,2018-06-14T15:47:59Z,n/a,X,n/a,M,4,0,DRY,DRY,30,31,30,688530.03,8539316.654,54,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-13.206975,142.739772222222,SW,QLD,2018-06-14,1,142.739772222222,-13.206975
QDACYP0012-58597,QDACYP0012,2018-06-16T16:19:00Z,CYP,ALP,DDE,0,"",,,58597,2018-06-15T14:56:01Z,2018-06-15T14:56:01Z,n/a,X,n/a,M,6,1L,DRY,DRY,1,31,1,672352.969,8526893.433,54,WGS84,TABLET,PA,"",TRUE,TRUE,FALSE,-13.3202777777778,142.5913,SW,QLD,2018-06-15,1,142.5913,-13.3202777777778
QDACYP0013-58598,QDACYP0013,2018-07-04T16:20:00Z,CYP,PLA,PLA,0,"",,NAP,58598,2018-07-04T09:01:09Z,2018-07-04T09:01:09Z,n/a,0,n/a,TM,2,1L,WET,DRY,30,31,30,670659.56,8650601.88,54,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-12.2021333333333,142.568680555556,SW,QLD,2018-07-04,1,142.568680555556,-12.2021333333333
QDACYP0014-58599,QDACYP0014,2018-07-04T16:20:00Z,CYP,PLA,PLA,0,"",IS,GV,58599,2018-07-04T16:09:04Z,2018-07-04T16:09:04Z,n/a,0,n/a,ND,3,1M,DRY,FFR,30,31,30,668613.647,8650912.62,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-12.19935,142.549897222222,SW,QLD,2018-07-04,1,142.549897222222,-12.19935
QDACYP0015-58600,QDACYP0015,2018-07-05T16:20:00Z,CYP,PLA,PLA,0,"",,,58600,2018-07-05T14:05:28Z,2018-07-05T14:05:28Z,n/a,0,n/a,TM,3,1H,WET,DRY,30,31,30,667359.196,8648710.466,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-12.2193638888889,142.538511111111,SW,QLD,2018-07-05,1,142.538511111111,-12.2193638888889
QDACYP0016-58601,QDACYP0016,2018-07-06T16:21:00Z,CYP,PLA,PLA,5%,1,,NAP,58601,2018-07-06T15:08:48Z,2018-07-06T15:08:48Z,n/a,0,n/a,ND,2,0,DRY,DRY,1,31,1,656103.481,8728761.631,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-11.4971583333333,142.430338888889,SW,QLD,2018-07-06,1,142.430338888889,-11.4971583333333
QDACYP0017-58602,QDACYP0017,2018-07-07T16:22:00Z,CYP,ALP,HSL,3,180,,,58602,2018-07-07T13:53:21Z,2018-07-07T13:53:21Z,n/a,X,n/a,ND,4,0,DRY,FFR,1,31,1,656959.31,8723653.617,54,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-11.5433055555556,142.439355555556,SW,QLD,2018-07-07,1,142.439355555556,-11.5433055555556
QDACYP0018-58603,QDACYP0018,2018-07-08T16:22:00Z,CYP,PLA,PLA,2,180,,NAP,58603,2018-07-08T13:59:58Z,2018-07-08T13:59:58Z,n/a,X,n/a,ND,6,0,DRY,DRY,1,31,1,649289.819,8777845.128,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-11.0536333333333,142.366755555556,SW,QLD,2018-07-08,1,142.366755555556,-11.0536333333333
QDACYP0019-58604,QDACYP0019,2018-07-09T12:00:00Z,CYP,FLO,SWP,0,"",,,58604,2018-07-09T13:20:40Z,2018-07-09T13:20:40Z,n/a,X,n/a,ND,5,0,WET,FFR,1,31,1,662975.688,8813748.291,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-10.7275416666667,142.490316666667,SW,QLD,2018-07-09,1,142.490316666667,-10.7275416666667
QDACYP0020-58615,QDACYP0020,2018-07-10T16:25:00Z,CYP,DUN,DUN,1,90,,NAP,58615,2018-07-10T09:47:57Z,2018-07-10T09:47:57Z,n/a,0,n/a,AM,2,0,DRY,FFR,1,31,1,660410.678,8790682.614,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-10.9361666666667,142.466988888889,SW,QLD,2018-07-10,1,142.466988888889,-10.9361666666667
QDACYP0021-58606,QDACYP0021,2018-07-10T16:25:00Z,CYP,PLA,PLA,0,"",,,58606,2018-07-10T16:10:27Z,2018-07-10T16:10:27Z,n/a,0,n/a,AM,3,1M,DRY,FFR,1,31,1,659517.665,8790658.739,54,WGS84,TABLET,P,"",TRUE,TRUE,TRUE,-10.937449,142.459743,SW,QLD,2018-07-10,1,142.459743,-10.937449
QDACYP0022-58607,QDACYP0022,2018-07-11T16:26:00Z,CYP,SAN,SWP,0,0,,NAP,58607,2018-07-11T14:22:17Z,2018-07-11T14:22:17Z,n/a,X,n/a,TM,1,0,DRY,AVG,1,31,1,657352.836,8807168.132,54,WGS84,TABLET,P,"",TRUE,TRUE,FALSE,-10.7881638888889,142.438255555556,SW,QLD,2018-07-11,1,142.438255555556,-10.7881638888889
QDACYP0023-58608,QDACYP0023,2018-07-13T16:27:00Z,CYP,PLA,PLA,0,"",,,58608,2018-07-12T16:17:48Z,2018-07-12T16:17:48Z,n/a,0,n/a,AM,2,1M,DRY,DRY,1,31,1,633856.51,8636392.56,54,WGS84,"",PA,"",TRUE,TRUE,TRUE,-12.3322444444444,142.231052777778,SW,QLD,2018-07-12,1,142.231052777778,-12.3322444444444
QDACYP0024-58609,QDACYP0024,2018-07-13T16:27:00Z,CYP,PLA,PLA,0,0,,NAP,58609,2018-07-13T14:25:25Z,2018-07-13T14:25:25Z,n/a,0,n/a,AM,2,1L,DRY,DRY,1,31,1,630923.428,8632444.102,54,WGS84,TABLET,PA,"",TRUE,TRUE,TRUE,-12.368075,142.204272222222,SW,QLD,2018-07-13,1,142.204272222222,-12.368075
QDADEU0001-58888,QDADEU0001,2021-04-30T11:24:07Z,DEU,PLA,PLA,1,125,,NC,58888,2021-04-30T11:24:07Z,2021-04-30T11:24:07Z,n/a,X,n/a,TM,3,1M,WET,AVG,13,13,13,409199.8,7727833.1,55,WGS84,TABLET,P,3 KAA AA AG EO AELO-,TRUE,TRUE,TRUE,-20.5462170581868,146.129021077344,SW,QLD,2021-04-30,1,146.129021077344,-20.5462170581868
QDADEU0002-58962,QDADEU0002,2021-05-01T08:57:50Z,DEU,PLA,PLA,0,"",,NC,58962,2021-05-01T08:57:50Z,2021-05-01T08:57:50Z,n/a,X,n/a,TM,3,1H,WET,AVG,1,45,1,409109.6,7727877.1,55,WGS84,TABLET,P,3 KA AA EA CD BELO,TRUE,TRUE,TRUE,-20.5457218615802,146.127150029921,SW,QLD,2021-05-01,1,146.127150029921,-20.5457218615802
QDADEU0003-58898,QDADEU0003,2021-05-01T15:27:00Z,DEU,PLA,PLA,0,"",,NC,58898,2021-05-01T15:27:00Z,2021-05-01T15:27:00Z,n/a,X,n/a,TM,3,1H,WET,AVG,1,45,1,409893.8,7729534.4,55,WGS84,TABLET,P,3 DE AB AH EO BEOO-,TRUE,TRUE,TRUE,-20.5318161110281,146.135772348502,SW,QLD,2021-05-01,1,146.135772348502,-20.5318161110281
QDADEU0004-58964,QDADEU0004,2021-05-02T10:21:18Z,DEU,PLA,PLA,0,"",,NC,58964,2021-05-02T10:21:18Z,2021-05-02T10:21:18Z,n/a,X,n/a,TM,3,1M,WET,AVG,1,45,1,409937.5,7729102.1,55,WGS84,TABLET,P,4 SO AB FO AH BEMO-,TRUE,TRUE,TRUE,-20.535741,146.136112,SW,QLD,2021-05-02,1,146.136112,-20.535741
QDADEU0005-58889,QDADEU0005,2021-05-03T10:03:35Z,DEU,PLA,PLA,0,"",CG,QZ,58889,2021-05-03T10:03:35Z,2021-05-03T10:03:35Z,n/a,X,n/a,N,3,1M,WET,AVG,1,45,1,409996.2,7727551.6,55,WGS84,TABLET,P,3 VE AD GS BN FRS,TRUE,TRUE,TRUE,-20.5487357920283,146.135568558897,SW,QLD,2021-05-03,1,146.135568558897,-20.5487357920283
QDADEU0006-58965,QDADEU0006,2021-05-03T14:26:06Z,DEU,PLA,PLA,0,"",,NC,58965,2021-05-03T14:26:06Z,2021-05-03T14:26:06Z,n/a,X,n/a,NC,3,1M,WET,AVG,1,13,1,,,,"","",NC,3 VE,TRUE,TRUE,TRUE,-20.549822,146.13703,SW,QLD,2021-05-03,1,146.13703,-20.549822
QDAEIU0001-53470,QDAEIU0001,2013-07-02T00:00:00Z,EIU,FLO,DDE,"","",BA,BA,53470,2013-06-12T14:06:00Z,2013-06-12T14:06:00Z,NC,0,NC,Z,3,0,WET,AVG,3,13,3,207205,7837199,55,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.5387138888889,144.210019444444,SW,QLD,2013-06-12,1,144.210019444444,-19.5387138888889
QDAEIU0002-53523,QDAEIU0002,2013-06-12T00:00:00Z,EIU,PLA,DDE,2,180,BA,BA,53523,2013-06-12T00:00:00Z,2013-06-12T00:00:00Z,NC,X,NC,B,3,0,WET,FFR,1,2,1,208827,7835782,55,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.5525,144.22415,SW,QLD,2013-06-12,1,144.22415,-19.5525
QDAEIU0003-53471,QDAEIU0003,2013-07-03T00:00:00Z,EIU,LOW,HSL,3,"",ME,ME,53471,2013-06-13T15:01:00Z,2013-06-13T15:01:00Z,NC,0,NC,B,4,1L,WET,AVG,3,13,3,202743,7851366,55,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.4099083333333,144.169586111111,SW,QLD,2013-06-13,1,144.169586111111,-19.4099083333333
QDAEIU0003-59149,QDAEIU0003,2013-07-03T00:00:00Z,EIU,LOW,HSL,3,"",ME,ME,59149,2022-06-03T08:01:56Z,2022-06-03T08:01:56Z,n/a,X,n/a,Z,4,0,WET,BurntR,30,45,30,202741.442,7851374.665,55,WGS84,TABLET,P,4 TE AB DU DC BEMMT,TRUE,TRUE,TRUE,-19.4099083333333,144.169586111111,SW,QLD,2022-06-03,2,144.169586111111,-19.4099083333333
QDAEIU0004-53524,QDAEIU0004,2013-06-13T00:00:00Z,EIU,LOW,HSL,7,135,,NC,53524,2013-06-13T00:00:00Z,2013-06-13T00:00:00Z,G,2,A,Z,5,0,WET,AVG,1,13,1,202053,7847300,55,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-19.4465805555556,144.161472222222,SW,QLD,2013-06-13,1,144.161472222222,-19.4465805555556
QDAEIU0005-53472,QDAEIU0005,2013-09-30T00:00:00Z,EIU,PLA,DDE,0,"",,BA,53472,2013-09-30T00:00:00Z,2013-09-30T00:00:00Z,NC,X,NC,Z,3,1H,DRY,DRY,3,2,3,806347,7957021,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-18.4549388888889,143.899397222222,SW,QLD,2013-09-30,1,143.899397222222,-18.4549388888889
QDAEIU0006-53473,QDAEIU0006,2013-10-01T00:00:00Z,EIU,PLT,PLA,"","",,,53473,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,NC,X,NC,T,4,1L,DRY,DRY,3,13,3,805517,7955701,54,WGS84,GPS,A,NC,TRUE,TRUE,TRUE,-18.4678472222222,143.891697222222,SW,QLD,2013-10-01,1,143.891697222222,-18.4678472222222
QDAEIU0006-58966,QDAEIU0006,2013-10-01T00:00:00Z,EIU,PLT,PLA,"","",,,58966,2021-05-08T13:52:54Z,2021-05-08T13:52:54Z,n/a,X,n/a,TM,5,0,WET,AVG,1,45,1,805417.157,7955721.262,54,WGS84,TABLET,P,3 FE AA AH AI BEMO-,TRUE,TRUE,TRUE,-18.4678472222222,143.891697222222,SW,QLD,2021-05-08,2,143.891697222222,-18.4678472222222
QDAEIU0007-53474,QDAEIU0007,2013-10-01T00:00:00Z,EIU,PLT,PLA,"","",,,53474,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,NC,X,NC,T,4,0,DRY,DRY,3,2,3,805421,7955702,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-18.4678416666667,143.890752777778,SW,QLD,2013-10-01,1,143.890752777778,-18.4678416666667
QDAEIU0007-58902,QDAEIU0007,2013-10-01T00:00:00Z,EIU,PLT,PLA,"","",,,58902,2021-05-08T13:56:08Z,2021-05-08T13:56:08Z,n/a,X,n/a,TM,5,0,WET,AVG,32,45,32,,,,"","",NC,3 FE AA AF AI BEMO-,TRUE,TRUE,TRUE,-18.4678416666667,143.890752777778,SW,QLD,2021-05-08,2,143.890752777778,-18.4678416666667
QDAEIU0008-58882,QDAEIU0008,2021-05-05T10:22:12Z,EIU,PLA,PLA,0,"",,NC,58882,2021-05-05T10:22:12Z,2021-05-05T10:22:12Z,n/a,X,n/a,N,3,1M,WET,AVG,1,45,1,415112.5,7800723.3,55,WGS84,TABLET,P,3 SO AE ES EX AFMO-,TRUE,TRUE,TRUE,-19.8878663419573,146.189186817774,SW,QLD,2021-05-05,1,146.189186817774,-19.8878663419573
QDAEIU0009-58881,QDAEIU0009,2021-05-05T14:15:00Z,EIU,PLA,PLA,0,"",,NC,58881,2021-05-05T14:15:00Z,2021-05-05T14:15:00Z,n/a,X,n/a,N,3,4,WET,AVG,49,45,1,415018.7,7800782.9,55,WGS84,TABLET,P,3 VE AE EI BN -FQR-,TRUE,TRUE,TRUE,-19.887857715793,146.187218701618,SW,QLD,2021-05-05,1,146.187218701618,-19.887857715793
QDAEIU0010-58883,QDAEIU0010,2021-05-06T12:00:00Z,EIU,RIS,HSL,4,160,QZ,NC,58883,2021-05-06T12:00:00Z,2021-05-06T12:00:00Z,n/a,X,n/a,Z,3,1M,WET,AVG,32,45,1,414419.9,7800224.4,55,WGS84,TABLET,E,3 FE AA AG EO AFKO-,TRUE,TRUE,TRUE,-19.8933742729914,146.182391024598,SW,QLD,2021-05-06,1,146.182391024598,-19.8933742729914
QDAGUP0001-53526,QDAGUP0001,2013-06-16T00:00:00Z,GUP,SAN,PLA,0,"",,,53526,2013-06-16T00:00:00Z,2013-06-16T00:00:00Z,NC,X,NC,Z,5,0,DRY,DRY,1,2,1,784863,7774150,54,WGS84,DGPS,P,NC,TRUE,TRUE,TRUE,-20.1087638888889,143.724355555556,SW,QLD,2013-06-16,1,143.724355555556,-20.1087638888889
QDAGUP0002-53475,QDAGUP0002,2013-06-15T12:00:00Z,GUP,SAN,PLA,"","",,,53475,2013-06-15T09:57:00Z,2013-06-15T09:57:00Z,NC,X,NC,Z,5,0,DRY,DRY,3,2,3,788996,7782727,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-20.0309972222222,143.762527777778,SW,QLD,2013-06-15,1,143.762527777778,-20.0309972222222
QDAGUP0003-53527,QDAGUP0003,2013-06-17T00:00:00Z,GUP,SAN,PLA,0,"",,,53527,2013-06-17T00:00:00Z,2013-06-17T00:00:00Z,n/a,X,n/a,TM,5,1H,DRY,DRY,1,2,1,779881,7742041,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-20.3992777777778,143.681688888889,SW,QLD,2013-06-17,1,143.681688888889,-20.3992777777778
QDAGUP0004-53476,QDAGUP0004,2013-07-26T00:00:00Z,GUP,SAN,PLA,0,0,,NAP,53476,2013-07-26T00:00:00Z,2013-07-26T00:00:00Z,NC,X,NC,B,5,1L,"","",3,2,3,654702,7786420,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-20.0137333333333,142.477888888889,SW,QLD,2013-07-26,1,142.477888888889,-20.0137333333333
QDAGUP0005-53528,QDAGUP0005,2013-06-18T00:00:00Z,GUP,SAN,PLA,0,"",,,53528,2013-06-18T00:00:00Z,2013-06-18T00:00:00Z,NC,X,NC,B,5,1L,DRY,DRY,1,2,1,653271,7788802,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-19.9913722222222,142.46505,SW,QLD,2013-06-18,1,142.46505,-19.9913722222222
QDAGUP0006-53477,QDAGUP0006,2013-07-26T00:00:00Z,GUP,SAN,PLA,0,"",,,53477,2013-06-19T10:36:00Z,2013-06-19T10:36:00Z,NC,NC,NC,NC,4,1L,DRY,DRY,3,2,3,646817,7792803,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.95565,142.402102777778,SW,QLD,2013-06-19,1,142.402102777778,-19.95565
QDAGUP0007-53478,QDAGUP0007,2013-06-19T12:00:00Z,GUP,PLA,PLA,"","",MU,MU,53478,2013-06-19T10:44:00Z,2013-06-19T10:44:00Z,NC,X,NC,NC,3,1L,DRY,DRY,3,2,3,585424,7778982,54,WGS84,GPS,A,NC,TRUE,TRUE,TRUE,-20.084325,141.817025,SW,QLD,2013-06-19,1,141.817025,-20.084325
QDAGUP0008-53529,QDAGUP0008,2013-06-20T00:00:00Z,GUP,SAN,PLA,0,"",,,53529,2013-06-20T00:00:00Z,2013-06-20T00:00:00Z,NC,X,NC,B,5,0,DRY,DRY,1,2,1,606987,7810243,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-19.8016944444444,142.021525,SW,QLD,2013-06-20,1,142.021525,-19.8016944444444
QDAGUP0009-53530,QDAGUP0009,2013-06-20T00:00:00Z,GUP,PLA,PLA,0,"",,NC,53530,2013-06-20T00:00:00Z,2013-06-20T00:00:00Z,NC,X,NC,B,4,0,DRY,DRY,1,2,1,600590,7805389,54,WGS84,GPS,A,NC,TRUE,TRUE,TRUE,-19.8458694444444,141.960686111111,SW,QLD,2013-06-20,1,141.960686111111,-19.8458694444444
QDAGUP0010-53479,QDAGUP0010,2013-08-02T00:00:00Z,GUP,SAN,PLA,0,0,,NAP,53479,2013-06-21T11:15:00Z,2013-06-21T11:15:00Z,NC,X,NC,Z,4,1L,"","",3,2,3,587425,7797824,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-19.9148527777778,141.834283333333,SW,QLD,2013-06-21,1,141.834283333333,-19.9148527777778
QDAGUP0011-53531,QDAGUP0011,2013-06-21T00:00:00Z,GUP,SAN,PLA,0,"",,,53531,2013-06-21T00:00:00Z,2013-06-21T00:00:00Z,NC,X,NC,Z,4,0,DRY,DRY,1,2,1,586622,7794964,54,WGS84,GPS,A,NC,TRUE,TRUE,TRUE,-19.9398194444444,141.827775,SW,QLD,2013-06-21,1,141.827775,-19.9398194444444
QDAGUP0012-53525,QDAGUP0012,2013-07-10T00:00:00Z,GUP,ALP,PLA,1,135,,NC,53525,2013-07-10T12:00:00Z,2013-07-10T00:00:00Z,NC,X,NC,G,3,1L,DRY,DRY,1,2,1,427817,7834639,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.5818527777778,140.311727777778,SW,QLD,2013-07-10,1,140.311727777778,-19.5818527777778
QDAGUP0013-53532,QDAGUP0013,2013-07-11T00:00:00Z,GUP,PLA,PLA,0,"",,NC,53532,2013-07-11T00:00:00Z,2013-07-11T00:00:00Z,NC,X,NC,G,3,1L,DRY,DRY,1,2,1,412143,7866003,54,WGS84,GPS,PA,NC,TRUE,TRUE,TRUE,-19.297825,140.16375,SW,QLD,2013-07-11,1,140.16375,-19.297825
QDAGUP0014-53480,QDAGUP0014,2013-07-11T12:00:00Z,GUP,ALP,PLA,0,"",,,53480,2013-07-11T13:34:00Z,2013-07-11T13:34:00Z,NC,X,NC,G,3,0,WET,AVG,3,2,3,477593,7983372,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-18.2388388888889,140.787038888889,SW,QLD,2013-07-11,1,140.787038888889,-18.2388388888889
QDAGUP0015-53533,QDAGUP0015,2013-07-11T00:00:00Z,GUP,PLA,PLA,0,"",,NC,53533,2013-07-12T12:00:00Z,2013-07-12T12:00:00Z,NC,X,NC,G,3,0,WET,FFR,1,13,1,471832,7981351,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-18.2570472222222,140.732569444444,SW,QLD,2013-07-12,1,140.732569444444,-18.2570472222222
QDAGUP0016-53481,QDAGUP0016,2013-07-12T12:00:00Z,GUP,ALP,DDE,0,"",,,53481,2013-07-12T14:12:00Z,2013-07-12T14:12:00Z,R,1,A,G,3,0,DRY,DRY,3,2,3,473388,7982267,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-18.2488555555556,140.748266666667,SW,QLD,2013-07-12,1,140.748266666667,-18.2488555555556
QDAGUP0017-53568,QDAGUP0017,2013-07-12T00:00:00Z,GUP,FLO,DDE,0,"",,NC,53568,2013-07-12T00:00:00Z,2013-07-12T00:00:00Z,R,1,A,Z,5,0,DRY,DRY,1,2,1,509136,8049492,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.6413777777778,141.086263888889,SW,QLD,2013-07-12,1,141.086263888889,-17.6413777777778
QDAGUP0018-53482,QDAGUP0018,2013-07-13T12:00:00Z,GUP,FLO,PLA,0,"",,,53482,2013-07-13T14:24:00Z,2013-07-13T14:24:00Z,NC,X,NC,B,4,0,DRY,DRY,3,4,3,511175,8047365,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.6605388888889,141.105402777778,SW,QLD,2013-07-13,1,141.105402777778,-17.6605388888889
QDAGUP0019-53534,QDAGUP0019,2013-07-14T12:00:00Z,GUP,FLO,FLD,0,"",,NC,53534,2013-07-14T12:00:00Z,2013-07-14T12:00:00Z,NC,X,NC,B,2,0,DRY,DRY,1,4,1,507921,8051780,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.6216583333333,141.073663888889,SW,QLD,2013-07-14,1,141.073663888889,-17.6216583333333
QDAGUP0020-53483,QDAGUP0020,2013-07-15T12:00:00Z,GUP,PLA,PLY,0,"",,,53483,2013-07-15T12:00:00Z,2013-07-15T12:00:00Z,NC,X,NC,O,2,1L,DRY,DRY,3,4,3,495752,8118937,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.0135583333333,140.960225,SW,QLD,2013-07-15,1,140.960225,-17.0135583333333
QDAGUP0021-53535,QDAGUP0021,2013-07-16T12:00:00Z,GUP,ALP,DUC,0,"",,NC,53535,2013-07-16T12:00:00Z,2014-09-03T12:00:00Z,S,2,NC,B,4,1L,DRY,BurntN,1,2,1,499332,8120196,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.0021916666667,140.993702777778,SW,QLD,2013-07-16,1,140.993702777778,-17.0021916666667
QDAGUP0022-53484,QDAGUP0022,2013-07-16T12:00:00Z,GUP,ALP,PLA,"","",,,53484,2013-07-16T15:43:00Z,2014-09-03T12:00:00Z,R,1,NC,Z,2,1L,DRY,DRY,3,4,3,505905,8117978,54,WGS84,GPS,P,NC,TRUE,TRUE,TRUE,-17.0222388888889,141.055480555556,SW,QLD,2013-07-16,1,141.055480555556,-17.0222388888889
